,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeE875,E875,228,E87.5 Hyperkalaemia,codeE875,E87,E87 Other disorders of fluid- electrolyte and acid-base balance,codeE875,12,0,0,0,NaN,-0.169085171599074,0.287492712988115,NA
codeE876,E876,467,E87.6 Hypokalaemia,codeE876,E87,E87 Other disorders of fluid- electrolyte and acid-base balance,codeE876,12,97,0,0,-0.690300531609917,-0.327720708377958,1.00583457336285,0.0324901720361608
codeE877,E877,169,E87.7 Fluid overload,codeE877,E87,E87 Other disorders of fluid- electrolyte and acid-base balance,codeE877,12,1,0,0,-0.973073884814772,-0.315533408047654,0.543647348021551,NA
codeE878,E878,32,E87.8 Other disorders of electrolyte and fluid balance- not elsewhere classified,codeE878,E87,E87 Other disorders of fluid- electrolyte and acid-base balance,codeE878,13,0,0,0,NaN,-0.27858195984119,0.165103868198065,NA
codeE880,E880,70,E88.0 Disorders of plasma-protein metabolism- not elsewhere classified,codeE880,E88,E88 Other metabolic disorders,codeE880,13,0,0,0,NaN,0.0325800003186281,0.129219926304524,NA
codeE890,E890,185,E89.0 Postprocedural hypothyroidism,codeE890,E89,E89 Postprocedural endocrine and metabolic disorders- not elsewhere classified,codeE890,13,0,0,0,NaN,-0.288162341947235,0.487132071145246,NA
codeF009,F009,96,F00.9 Dementia in Alzheimer's disease- unspecified,codeF009,F00,F00 Dementia in Alzheimer's disease,codeF009,13,0,0,0,NaN,0.0755190579342656,0.251075074015318,NA
codeF019,F019,45,F01.9 Vascular dementia- unspecified,codeF019,F01,F01 Vascular dementia,codeF019,13,0,0,0,NaN,-0.510064863885182,0.396996448065494,NA
codeF03,F03,173,F03 Unspecified dementia,codeF03,F03,F03 Unspecified dementia,codeF03,13,4197,12381,0,-1.22988693313278,-0.725099397824371,1.48195094626535,0.176563737369117
codeF050,F050,35,F05.0 Delirium not superimposed on dementia- so described,codeF050,F05,F05 Delirium- not induced by alcohol and other psychoactive substances,codeF050,13,0,0,0,NaN,-0.551363263633756,0.367209042162675,NA
codeF051,F051,63,F05.1 Delirium superimposed on dementia,codeF051,F05,F05 Delirium- not induced by alcohol and other psychoactive substances,codeF051,13,21,0,0,2.78668237488854,0.369705668637364,0.281853246707397,0.141747553628359
codeF058,F058,43,F05.8 Other delirium,codeF058,F05,F05 Delirium- not induced by alcohol and other psychoactive substances,codeF058,13,5,0,0,-2.88939555624486,-0.112500349123001,0.19634263514644,0.0552599400843959
codeF059,F059,232,F05.9 Delirium- unspecified,codeF059,F05,F05 Delirium- not induced by alcohol and other psychoactive substances,codeF059,13,5436,24192,0,-1.1162156819293,-0.772098961020254,2.05974710718611,0.117854083397554
codeF067,F067,35,F06.7 Mild cognitive disorder,codeF067,F06,F06 Other mental disorders due to brain damage and dysfunction and to physical disease,codeF067,13,0,0,0,NaN,0.0158845078703577,0.244374724514945,NA
codeF100,F100,174,F10.0 Acute intoxication,codeF100,F10,F10 Mental and behavioural disorders due to use of alcohol,codeF100,13,1453,3909,0,-1.18433398829075,-0.509119102734266,0.784149063244968,0.0678311693438126
codeF101,F101,403,F10.1 Harmful use,codeF101,F10,F10 Mental and behavioural disorders due to use of alcohol,codeF101,13,4268,12636,0,-0.846286332002714,-0.486742000680485,1.47675309904229,0.0958387954922616
