,Biomarker,Description,Units,Group,Sub.Group,Type,Nightingale,UKB.Field.ID,QC.Flag.Field.ID,Full.Formula,Simplified.Formula,Sub_group,miss,miss_p,miss_Sub_group,HVGs,HVGs.more,HVGs.less,path,parallel_group,cor,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
S_VLDL_C,S_VLDL_C,Cholesterol in Small VLDL,mmol/L,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Composite,TRUE,23512,23812,S_VLDL_CE + S_VLDL_FC,S_VLDL_CE + S_VLDL_FC,Lipoprotein subclasses Small VLDL (average diameter 36.8 nm),1255,0.0101900794907396,0.00787947751628847,FALSE,TRUE,FALSE,Lipoprotein subclasses_Small VLDL (average diameter 36.8 nm),7,0.983839459013928,15287,14737,0,0.126215547483182,0.0973846618329341,1.61228923695162,0.0256510521689692
S_VLDL_CE,S_VLDL_CE,Cholesteryl Esters in Small VLDL,mmol/L,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Non-derived,TRUE,23513,23813,,,Lipoprotein subclasses Small VLDL (average diameter 36.8 nm),734,0.00595977557466365,0.00787947751628847,FALSE,TRUE,FALSE,Lipoprotein subclasses_Small VLDL (average diameter 36.8 nm),7,0.98424100739294,9023,2452,0,0.122060337550184,0.0796147238880683,1.16968337715795,0.0231973757319376
S_VLDL_FC,S_VLDL_FC,Free Cholesterol in Small VLDL,mmol/L,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Non-derived,TRUE,23514,23814,,,Lipoprotein subclasses Small VLDL (average diameter 36.8 nm),1255,0.0101900794907396,0.00787947751628847,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small VLDL (average diameter 36.8 nm),7,0.983483543878185,23422,24870,0,0.140314531947458,0.126760678353247,2.47562989888093,0.0338611527648493
S_VLDL_TG,S_VLDL_TG,Triglycerides in Small VLDL,mmol/L,Lipoprotein subclasses,Small VLDL (average diameter 36.8 nm),Non-derived,TRUE,23515,23815,,,Lipoprotein subclasses Small VLDL (average diameter 36.8 nm),549,0.00445765230312036,0.00787947751628847,FALSE,TRUE,FALSE,Lipoprotein subclasses_Small VLDL (average diameter 36.8 nm),7,0.974429220796573,9024,5173,0,-0.11674579130898,-0.080829297984343,1.21331173247711,0.0358882092153666
XS_VLDL_P,XS_VLDL_P,Concentration of Very Small VLDL Particles,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Non-derived,TRUE,23516,23816,,,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),1011,0.00820890068935279,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.971935826746296,9787,0,0,0.114955502629948,0.0825091840363726,1.25826290233824,0.0183763933230807
XS_VLDL_L,XS_VLDL_L,Total Lipids in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Composite,TRUE,23517,23817,XS_VLDL_CE + XS_VLDL_FC + XS_VLDL_PL + XS_VLDL_TG,XS_VLDL_C + XS_VLDL_PL + XS_VLDL_TG,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),1009,0.00819266151884962,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.966540714562814,5191,0,0,0.111146052340837,0.0703952397181282,0.994829905051386,0.0166807532512457
XS_VLDL_PL,XS_VLDL_PL,Phospholipids in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Non-derived,TRUE,23518,23818,,,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),643,0.00522089331676938,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.965252153189094,1485,0,0,0.112268965295493,0.056503820784512,0.739728608701426,0.0221632568224816
XS_VLDL_C,XS_VLDL_C,Cholesterol in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Composite,TRUE,23519,23819,XS_VLDL_CE + XS_VLDL_FC,XS_VLDL_CE + XS_VLDL_FC,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),825,0.00669865783255791,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.972353196499175,25216,26821,0,0.147799788691481,0.1387350463115,2.81596618238859,0.0356353019104784
XS_VLDL_CE,XS_VLDL_CE,Cholesteryl Esters in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Non-derived,TRUE,23520,23820,,,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),640,0.00519653456101462,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.973180152021193,27249,28206,110,0.159582223253295,0.154799614824514,3.38484923088036,0.0412320043276982
XS_VLDL_FC,XS_VLDL_FC,Free Cholesterol in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Non-derived,TRUE,23521,23821,,,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),825,0.00669865783255791,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.970653523846194,15230,14415,0,0.121139875991414,0.0970004593923677,1.59871920535585,0.0210506680337963
XS_VLDL_TG,XS_VLDL_TG,Triglycerides in Very Small VLDL,mmol/L,Lipoprotein subclasses,Very small VLDL (average diameter 31.3 nm),Non-derived,TRUE,23522,23822,,,Lipoprotein subclasses Very small VLDL (average diameter 31.3 nm),642,0.00521277373151779,0.00648986849751715,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very small VLDL (average diameter 31.3 nm),7,0.966664145312558,12429,9009,0,-0.113590846725731,-0.0891173557139005,1.43064493696433,0.029416919858775
IDL_P,IDL_P,Concentration of IDL Particles,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Non-derived,TRUE,23523,23823,,,Lipoprotein subclasses IDL (average diameter 28.6 nm),1072,0.00870419538969949,0.011405697396977,FALSE,FALSE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.977031512081282,26898,28041,188,0.156290535203439,0.151079542307017,3.34454229721362,0.0425274443431255
IDL_L,IDL_L,Total Lipids in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Composite,TRUE,23524,23824,IDL_CE + IDL_FC + IDL_PL + IDL_TG,IDL_C + IDL_PL + IDL_TG,Lipoprotein subclasses IDL (average diameter 28.6 nm),1716,0.0139332082917205,0.011405697396977,FALSE,TRUE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.975543517085232,26977,28071,786,0.173936272412041,0.168081209637645,4.08392356795671,0.0474501259012751
IDL_PL,IDL_PL,Phospholipids in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Non-derived,TRUE,23525,23825,,,Lipoprotein subclasses IDL (average diameter 28.6 nm),1532,0.0124392046054288,0.011405697396977,FALSE,FALSE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.975943563933658,27958,28614,895,0.175035217760998,0.171829503211682,4.16226809838796,0.0472187058987882
IDL_C,IDL_C,Cholesterol in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Composite,TRUE,23526,23826,IDL_CE + IDL_FC,IDL_CE + IDL_FC,Lipoprotein subclasses IDL (average diameter 28.6 nm),1533,0.0124473241906803,0.011405697396977,FALSE,TRUE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.97613474240301,28169,28700,2225,0.18652338027804,0.183968776716728,4.78331129262039,0.0526189988848703
IDL_CE,IDL_CE,Cholesteryl Esters in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Non-derived,TRUE,23527,23827,,,Lipoprotein subclasses IDL (average diameter 28.6 nm),1348,0.010945200919137,0.011405697396977,FALSE,TRUE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.976453669630542,27764,28497,1896,0.184194111281427,0.180501375832391,4.66862854670314,0.0519212046639236
IDL_FC,IDL_FC,Free Cholesterol in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Non-derived,TRUE,23528,23828,,,Lipoprotein subclasses IDL (average diameter 28.6 nm),1441,0.0117003223475345,0.011405697396977,FALSE,FALSE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.975136080868693,28704,28931,2761,0.190495947590811,0.18947422445602,4.90322023844124,0.0531914662400321
IDL_TG,IDL_TG,Triglycerides in IDL,mmol/L,Lipoprotein subclasses,IDL (average diameter 28.6 nm),Non-derived,TRUE,23529,23829,,,Lipoprotein subclasses IDL (average diameter 28.6 nm),1191,0.00967042603463815,0.011405697396977,FALSE,FALSE,FALSE,Lipoprotein subclasses_IDL (average diameter 28.6 nm),7,0.961007397803284,6633,0,0,-0.108525831491565,-0.0721453545190867,0.97890403024754,0.0284044894795327
L_LDL_P,L_LDL_P,Concentration of Large LDL Particles,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Non-derived,TRUE,23530,23830,,,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1348,0.010945200919137,0.0121480594771219,FALSE,FALSE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.984738929496034,27562,28305,687,0.164666364751544,0.160095019736989,3.65180051684265,0.0464750026741537
L_LDL_L,L_LDL_L,Total Lipids in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Composite,TRUE,23531,23831,L_LDL_CE + L_LDL_FC + L_LDL_PL + L_LDL_TG,L_LDL_C + L_LDL_PL + L_LDL_TG,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1807,0.0146720905496147,0.0121480594771219,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.978634456152698,26180,27561,341,0.16332709374002,0.155683945658471,3.65670739163379,0.0445921142428948
L_LDL_PL,L_LDL_PL,Phospholipids in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Non-derived,TRUE,23532,23832,,,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1624,0.0131862064485746,0.0121480594771219,FALSE,FALSE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.977000115252665,27229,28205,572,0.16601330244743,0.16098853085959,3.85644340366388,0.0460799658064293
L_LDL_C,L_LDL_C,Cholesterol in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Composite,TRUE,23533,23833,L_LDL_CE + L_LDL_FC,L_LDL_CE + L_LDL_FC,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1531,0.0124310850201772,0.0121480594771219,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.979022397565998,27620,28477,1195,0.17155502506151,0.167516038397373,4.13644770817362,0.0483073379439738
L_LDL_CE,L_LDL_CE,Cholesteryl Esters in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Non-derived,TRUE,23534,23834,,,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1439,0.0116840831770313,0.0121480594771219,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.979497265117623,26059,27510,338,0.163073770174167,0.155160103337824,3.62851399058526,0.0445874353264706
L_LDL_FC,L_LDL_FC,Free Cholesterol in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Non-derived,TRUE,23535,23835,,,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1440,0.0116922027622829,0.0121480594771219,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.978279418343695,28894,29006,4821,0.197625621606048,0.197169496480651,5.47962794778786,0.0546870102637448
L_LDL_TG,L_LDL_TG,Triglycerides in Large LDL,mmol/L,Lipoprotein subclasses,Large LDL (average diameter 25.5 nm),Non-derived,TRUE,23536,23836,,,Lipoprotein subclasses Large LDL (average diameter 25.5 nm),1284,0.0104255474630356,0.0121480594771219,FALSE,FALSE,FALSE,Lipoprotein subclasses_Large LDL (average diameter 25.5 nm),8,0.968495795354688,6141,854,0,-0.109073674941165,-0.0695835316367367,0.913722138447654,0.0292934766223834
M_LDL_P,M_LDL_P,Concentration of Medium LDL Particles,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Non-derived,TRUE,23537,23837,,,Lipoprotein subclasses Medium LDL (average diameter 23 nm),983,0.0079815523023084,0.0108790842963741,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.978621942192199,20968,22519,0,0.134068064019781,0.117398544007282,2.15807808955976,0.0303959218435885
M_LDL_L,M_LDL_L,Total Lipids in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Composite,TRUE,23538,23838,M_LDL_CE + M_LDL_FC + M_LDL_PL + M_LDL_TG,M_LDL_C + M_LDL_PL + M_LDL_TG,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1716,0.0139332082917205,0.0108790842963741,FALSE,TRUE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.980051579696544,19313,20218,0,0.135567199772411,0.114208586917551,2.10722580893328,0.0307484868389629
M_LDL_PL,M_LDL_PL,Phospholipids in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Non-derived,TRUE,23539,23839,,,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1349,0.0109533205043886,0.0108790842963741,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.980497559280225,20248,21446,0,0.139369098975075,0.119199801119954,2.24598314368142,0.0335051588084851
M_LDL_C,M_LDL_C,Cholesterol in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Composite,TRUE,23540,23840,M_LDL_CE + M_LDL_FC,M_LDL_CE + M_LDL_FC,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1440,0.0116922027622829,0.0108790842963741,FALSE,TRUE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.979445032246399,21687,23174,0,0.141151922907814,0.124447148070721,2.43693613639548,0.0334313760092214
M_LDL_CE,M_LDL_CE,Cholesteryl Esters in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Non-derived,TRUE,23541,23841,,,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1349,0.0109533205043886,0.0108790842963741,FALSE,TRUE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.978921740131691,17197,17521,0,0.128369728271228,0.104229589491406,1.81647058082355,0.0270876537244358
M_LDL_FC,M_LDL_FC,Free Cholesterol in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Non-derived,TRUE,23542,23842,,,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1257,0.0102063186612428,0.0108790842963741,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.979004645831516,28405,28844,1588,0.173255044872008,0.171407986000427,4.25835735940323,0.0492888114431761
M_LDL_TG,M_LDL_TG,Triglycerides in Medium LDL,mmol/L,Lipoprotein subclasses,Medium LDL (average diameter 23 nm),Non-derived,TRUE,23543,23843,,,Lipoprotein subclasses Medium LDL (average diameter 23 nm),1285,0.0104336670482872,0.0108790842963741,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium LDL (average diameter 23 nm),8,0.974075132142752,7198,3331,0,-0.113616260956684,-0.0750415729149947,1.0404943596385,0.0341931415157271
S_LDL_P,S_LDL_P,Concentration of Small LDL Particles,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Non-derived,TRUE,23544,23844,,,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),1007,0.00817642234834645,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),8,0.982130128424362,23485,25159,0,0.13895239932442,0.126716456170059,2.4201702778618,0.0345171357734418
S_LDL_L,S_LDL_L,Total Lipids in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Composite,TRUE,23545,23845,S_LDL_CE + S_LDL_FC + S_LDL_PL + S_LDL_TG,S_LDL_C + S_LDL_PL + S_LDL_TG,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),1623,0.013178086863323,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),8,0.982229356972248,23600,25268,0,0.145703631286356,0.132748411706212,2.6563274997594,0.0374980866667904
S_LDL_PL,S_LDL_PL,Phospholipids in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Non-derived,TRUE,23546,23846,,,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),706,0.00573242718761926,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),8,0.981824613151536,26836,28019,130,0.155671047755895,0.150141902268113,3.26025380869051,0.0441766844052899
S_LDL_C,S_LDL_C,Cholesterol in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Composite,TRUE,23547,23847,S_LDL_CE + S_LDL_FC,S_LDL_CE + S_LDL_FC,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),1531,0.0124310850201772,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),8,0.981547888564169,25506,27026,12,0.151197796811576,0.142295326495626,3.00608257059281,0.0402785439002585
S_LDL_CE,S_LDL_CE,Cholesteryl Esters in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Non-derived,TRUE,23548,23848,,,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),1438,0.0116759635917797,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),8,0.981760104906145,21031,22393,0,0.137369822616718,0.119464752212044,2.24547347202936,0.0320476468026211
S_LDL_FC,S_LDL_FC,Free Cholesterol in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Non-derived,TRUE,23549,23849,,,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),1074,0.00872043456020266,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),9,0.980656052014101,28941,29015,3593,0.188048029210501,0.187735360340509,4.93260155456813,0.052883050418621
S_LDL_TG,S_LDL_TG,Triglycerides in Small LDL,mmol/L,Lipoprotein subclasses,Small LDL (average diameter 18.7 nm),Non-derived,TRUE,23550,23850,,,Lipoprotein subclasses Small LDL (average diameter 18.7 nm),643,0.00522089331676938,0.00930504469831681,FALSE,FALSE,FALSE,Lipoprotein subclasses_Small LDL (average diameter 18.7 nm),9,0.973081889101239,8356,4530,0,-0.11555511984928,-0.0798223819586316,1.16259981346064,0.0368509934166801
XL_HDL_P,XL_HDL_P,Concentration of Very Large HDL Particles,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Non-derived,TRUE,23551,23851,,,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),265,0.00215169009167012,0.00318171747787123,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.972515887349064,22784,23805,196,0.164094781338643,0.145656398435833,2.70134901963902,0.0427678287583354
XL_HDL_L,XL_HDL_L,Total Lipids in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Composite,TRUE,23552,23852,XL_HDL_CE + XL_HDL_FC + XL_HDL_PL + XL_HDL_TG,XL_HDL_C + XL_HDL_PL + XL_HDL_TG,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),1011,0.00820890068935279,0.00318171747787123,FALSE,TRUE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.971284409239754,20728,21972,6,0.15622055776075,0.133630416446043,2.33714008703724,0.03997514382913
XL_HDL_PL,XL_HDL_PL,Phospholipids in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Non-derived,TRUE,23553,23853,,,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),183,0.00148588410104012,0.00318171747787123,FALSE,TRUE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.966007489742227,16471,16536,0,0.144975447139636,0.113948289432069,1.79238548386857,0.0355360310912476
XL_HDL_C,XL_HDL_C,Cholesterol in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Composite,TRUE,23554,23854,XL_HDL_CE + XL_HDL_FC,XL_HDL_CE + XL_HDL_FC,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),274,0.00222476635893439,0.00318171747787123,FALSE,TRUE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.97532024328482,24547,25164,716,0.174253041746169,0.159751641849784,3.22093462817264,0.0445946657618701
XL_HDL_CE,XL_HDL_CE,Cholesteryl Esters in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Non-derived,TRUE,23555,23855,,,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),91,0.000738882257894267,0.00318171747787123,FALSE,TRUE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.975154330264141,24425,25012,689,0.174885870414208,0.159460640427892,3.19648080085248,0.0443977994599951
XL_HDL_FC,XL_HDL_FC,Free Cholesterol in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Non-derived,TRUE,23556,23856,,,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),183,0.00148588410104012,0.00318171747787123,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.973141286630942,24431,25390,371,0.164283971657613,0.152389186198743,3.04740078897439,0.0428934894831598
XL_HDL_TG,XL_HDL_TG,Triglycerides in Very Large HDL,mmol/L,Lipoprotein subclasses,Very large HDL (average diameter 14.3 nm),Non-derived,TRUE,23557,23857,,,Lipoprotein subclasses Very large HDL (average diameter 14.3 nm),736,0.00597601474516682,0.00318171747787123,FALSE,FALSE,FALSE,Lipoprotein subclasses_Very large HDL (average diameter 14.3 nm),9,0.921900248276661,54,0,0,-0.120065251134597,-0.0244279170416771,0.255491823530144,0.0179230402838532
L_HDL_P,L_HDL_P,Concentration of Large HDL Particles,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Non-derived,TRUE,23558,23858,,,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),367,0.00297988778733182,0.00455856714839006,FALSE,FALSE,FALSE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.974251818928732,14995,14560,0,0.146372016523614,0.10577295894683,1.60555145081988,0.033238929819298
L_HDL_L,L_HDL_L,Total Lipids in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Composite,TRUE,23559,23859,L_HDL_CE + L_HDL_FC + L_HDL_PL + L_HDL_TG,L_HDL_C + L_HDL_PL + L_HDL_TG,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),1187,0.00963794769363181,0.00455856714839006,FALSE,TRUE,TRUE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.973440326325238,10612,9072,0,0.135387465715623,0.0824638690745452,1.10563420339559,0.0279988334158065
L_HDL_PL,L_HDL_PL,Phospholipids in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Non-derived,TRUE,23560,23860,,,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),458,0.00371877004522609,0.00455856714839006,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.973481130390391,6379,2984,0,0.120833070206333,0.0540506222458211,0.679496449545816,0.0203871221012844
L_HDL_C,L_HDL_C,Cholesterol in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Composite,TRUE,23561,23861,L_HDL_CE + L_HDL_FC,L_HDL_CE + L_HDL_FC,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),364,0.00295552903157707,0.00455856714839006,FALSE,TRUE,TRUE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.974887074015856,17200,17508,0,0.150347342464349,0.115475579573577,1.86885147294903,0.0349912435829992
L_HDL_CE,L_HDL_CE,Cholesteryl Esters in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Non-derived,TRUE,23562,23862,,,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),272,0.00220852718843122,0.00455856714839006,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.975907412397332,18531,19298,2,0.152614878119209,0.120992690657169,2.02154936219217,0.0360273583249017
L_HDL_FC,L_HDL_FC,Free Cholesterol in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Non-derived,TRUE,23563,23863,,,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),275,0.00223288594418597,0.00455856714839006,FALSE,TRUE,FALSE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.970639791384646,13047,11995,0,0.140536915224039,0.0952398215018684,1.37439805154219,0.0310751049429317
L_HDL_TG,L_HDL_TG,Triglycerides in Large HDL,mmol/L,Lipoprotein subclasses,Large HDL (average diameter 12.1 nm),Non-derived,TRUE,23564,23864,,,Lipoprotein subclasses Large HDL (average diameter 12.1 nm),1007,0.00817642234834645,0.00455856714839006,FALSE,FALSE,FALSE,Lipoprotein subclasses_Large HDL (average diameter 12.1 nm),9,0.932165496107652,411,0,0,-0.102769417141848,-0.0510398754862095,0.632097361785303,0.0189606952029039
M_HDL_P,M_HDL_P,Concentration of Medium HDL Particles,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Non-derived,TRUE,23565,23865,,,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1468,0.0119195511493273,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),9,0.979901171251168,1175,0,0,-0.103442559009028,-0.0115401008710811,0.257762613264713,0.0946916323059607
M_HDL_L,M_HDL_L,Total Lipids in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Composite,TRUE,23566,23866,M_HDL_CE + M_HDL_FC + M_HDL_PL + M_HDL_TG,M_HDL_C + M_HDL_PL + M_HDL_TG,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1624,0.0131862064485746,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),9,0.98218342708488,2605,0,0,-0.14031087116225,-0.04053683788074,0.450250514557089,0.0359194284699813
M_HDL_PL,M_HDL_PL,Phospholipids in Medium HDL,mmol/L,Lipoprotein subclasses,Medium HDL (average diameter 10.9 nm),Non-derived,TRUE,23567,23867,,,Lipoprotein subclasses Medium HDL (average diameter 10.9 nm),1531,0.0124310850201772,0.0112143071731896,FALSE,FALSE,FALSE,Lipoprotein subclasses_Medium HDL (average diameter 10.9 nm),9,0.98385459539669,5802,0,0,-0.136896324066378,-0.0682662896498542,0.813785026950463,0.0360185390782714
